REEF_SITE,BLEACH_MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,GENUS,PERCENT_COVER
MH4,post-bleach,19/09/2024,CREST,2,LOBOPHYLLIA,2
MH4,post-bleach,19/09/2024,CREST,2,MERULINA,0
MH4,post-bleach,19/09/2024,CREST,2,MONTIPORA,1
MH4,post-bleach,19/09/2024,CREST,2,PACHYSERIS,20
MH4,post-bleach,19/09/2024,CREST,2,PAVONA,0
MH4,post-bleach,19/09/2024,CREST,2,PLATYGYRA,0
MH4,post-bleach,19/09/2024,CREST,2,POCILLOPORA,0
MH4,post-bleach,19/09/2024,CREST,2,PORITES,28
MH4,post-bleach,19/09/2024,CREST,3,ACROPORA,35
MH4,post-bleach,19/09/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,3,DIPSASTRAEA,0
MH4,post-bleach,19/09/2024,CREST,3,FAVITES,0
MH4,post-bleach,19/09/2024,CREST,3,GALAXEA,0
MH4,post-bleach,19/09/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,3,GONIOPORA,0
MH4,post-bleach,19/09/2024,CREST,3,LOBOPHYLLIA,2
MH4,post-bleach,19/09/2024,CREST,3,MERULINA,0
MH4,post-bleach,19/09/2024,CREST,3,MONTIPORA,3
MH4,post-bleach,19/09/2024,CREST,3,PACHYSERIS,0
MH4,post-bleach,19/09/2024,CREST,3,PAVONA,0
MH4,post-bleach,19/09/2024,CREST,3,PLATYGYRA,0
MH4,post-bleach,19/09/2024,CREST,3,POCILLOPORA,0
MH4,post-bleach,19/09/2024,CREST,3,PORITES,5
ATL,post-bleach,16/10/2024,CREST,1,ACROPORA,0
ATL,post-bleach,16/10/2024,CREST,1,GONIASTREA,0
ATL,post-bleach,16/10/2024,CREST,1,DIPSASTRAEA,0
ATL,post-bleach,16/10/2024,CREST,1,FAVITES,4
ATL,post-bleach,16/10/2024,CREST,1,GALAXEA,0
ATL,post-bleach,16/10/2024,CREST,1,GONIASTREA,0
ATL,post-bleach,16/10/2024,CREST,1,GONIOPORA,26
ATL,post-bleach,16/10/2024,CREST,1,LOBOPHYLLIA,1
ATL,post-bleach,16/10/2024,CREST,1,MERULINA,0
ATL,post-bleach,16/10/2024,CREST,1,MONTIPORA,13
ATL,post-bleach,16/10/2024,CREST,1,PACHYSERIS,0
ATL,post-bleach,16/10/2024,CREST,1,PAVONA,1
ATL,post-bleach,16/10/2024,CREST,1,PLATYGYRA,0
ATL,post-bleach,16/10/2024,CREST,1,POCILLOPORA,0
ATL,post-bleach,16/10/2024,CREST,1,PORITES,4
ATL,post-bleach,16/10/2024,CREST,2,ACROPORA,0
ATL,post-bleach,16/10/2024,CREST,2,GONIASTREA,0
ATL,post-bleach,16/10/2024,CREST,2,DIPSASTRAEA,2
ATL,post-bleach,16/10/2024,CREST,2,FAVITES,2
ATL,post-bleach,16/10/2024,CREST,2,GALAXEA,0
ATL,post-bleach,16/10/2024,CREST,2,GONIASTREA,0
ATL,post-bleach,16/10/2024,CREST,2,GONIOPORA,2
ATL,post-bleach,16/10/2024,CREST,2,LOBOPHYLLIA,6
ATL,post-bleach,16/10/2024,CREST,2,MERULINA,1
ATL,post-bleach,16/10/2024,CREST,2,MONTIPORA,7
ATL,post-bleach,16/10/2024,CREST,2,PACHYSERIS,0
ATL,post-bleach,16/10/2024,CREST,2,PAVONA,1
ATL,post-bleach,16/10/2024,CREST,2,PLATYGYRA,2
ATL,post-bleach,16/10/2024,CREST,2,POCILLOPORA,0
ATL,post-bleach,16/10/2024,CREST,2,PORITES,12
ATL,post-bleach,16/10/2024,CREST,3,ACROPORA,4
ATL,post-bleach,16/10/2024,CREST,3,GONIASTREA,1
ATL,post-bleach,16/10/2024,CREST,3,DIPSASTRAEA,2
ATL,post-bleach,16/10/2024,CREST,3,FAVITES,2
ATL,post-bleach,16/10/2024,CREST,3,GALAXEA,0
ATL,post-bleach,16/10/2024,CREST,3,GONIASTREA,0
ATL,post-bleach,16/10/2024,CREST,3,GONIOPORA,0
ATL,post-bleach,16/10/2024,CREST,3,LOBOPHYLLIA,8
ATL,post-bleach,16/10/2024,CREST,3,MERULINA,1
ATL,post-bleach,16/10/2024,CREST,3,MONTIPORA,12
ATL,post-bleach,16/10/2024,CREST,3,PACHYSERIS,0
ATL,post-bleach,16/10/2024,CREST,3,PAVONA,2
ATL,post-bleach,16/10/2024,CREST,3,PLATYGYRA,1
ATL,post-bleach,16/10/2024,CREST,3,POCILLOPORA,0
ATL,post-bleach,16/10/2024,CREST,3,PORITES,8
ATL,post-bleach,25/10/2024,CREST,1,ACROPORA,0
ATL,post-bleach,25/10/2024,CREST,1,GONIASTREA,1
ATL,post-bleach,25/10/2024,CREST,1,DIPSASTRAEA,3
ATL,post-bleach,25/10/2024,CREST,1,FAVITES,1
ATL,post-bleach,25/10/2024,CREST,1,GALAXEA,0
ATL,post-bleach,25/10/2024,CREST,1,GONIASTREA,1
ATL,post-bleach,25/10/2024,CREST,1,GONIOPORA,23
ATL,post-bleach,25/10/2024,CREST,1,LOBOPHYLLIA,2
ATL,post-bleach,25/10/2024,CREST,1,MERULINA,0
ATL,post-bleach,25/10/2024,CREST,1,MONTIPORA,11
ATL,post-bleach,25/10/2024,CREST,1,PACHYSERIS,0
ATL,post-bleach,25/10/2024,CREST,1,PAVONA,4
ATL,post-bleach,25/10/2024,CREST,1,PLATYGYRA,1
ATL,post-bleach,25/10/2024,CREST,1,POCILLOPORA,0
ATL,post-bleach,25/10/2024,CREST,1,PORITES,10
ATL,post-bleach,25/10/2024,CREST,2,ACROPORA,8
ATL,post-bleach,25/10/2024,CREST,2,GONIASTREA,2
ATL,post-bleach,25/10/2024,CREST,2,DIPSASTRAEA,3
ATL,post-bleach,25/10/2024,CREST,2,FAVITES,0
ATL,post-bleach,25/10/2024,CREST,2,GALAXEA,0
ATL,post-bleach,25/10/2024,CREST,2,GONIASTREA,1
ATL,post-bleach,25/10/2024,CREST,2,GONIOPORA,2
ATL,post-bleach,25/10/2024,CREST,2,LOBOPHYLLIA,0
ATL,post-bleach,25/10/2024,CREST,2,MERULINA,1
ATL,post-bleach,25/10/2024,CREST,2,MONTIPORA,7
ATL,post-bleach,25/10/2024,CREST,2,PACHYSERIS,0
ATL,post-bleach,25/10/2024,CREST,2,PAVONA,1
ATL,post-bleach,25/10/2024,CREST,2,PLATYGYRA,0
ATL,post-bleach,25/10/2024,CREST,2,POCILLOPORA,1
ATL,post-bleach,25/10/2024,CREST,2,PORITES,11
ATL,post-bleach,25/10/2024,CREST,3,ACROPORA,7
ATL,post-bleach,25/10/2024,CREST,3,GONIASTREA,0
ATL,post-bleach,25/10/2024,CREST,3,DIPSASTRAEA,0
ATL,post-bleach,25/10/2024,CREST,3,FAVITES,7
ATL,post-bleach,25/10/2024,CREST,3,GALAXEA,0
ATL,post-bleach,25/10/2024,CREST,3,GONIASTREA,1
ATL,post-bleach,25/10/2024,CREST,3,GONIOPORA,0
ATL,post-bleach,25/10/2024,CREST,3,LOBOPHYLLIA,4
ATL,post-bleach,25/10/2024,CREST,3,MERULINA,0
ATL,post-bleach,25/10/2024,CREST,3,MONTIPORA,9
ATL,post-bleach,25/10/2024,CREST,3,PACHYSERIS,0
ATL,post-bleach,25/10/2024,CREST,3,PAVONA,0
ATL,post-bleach,25/10/2024,CREST,3,PLATYGYRA,0
ATL,post-bleach,25/10/2024,CREST,3,POCILLOPORA,0
ATL,post-bleach,25/10/2024,CREST,3,PORITES,6
HS,post-bleach,12/10/2024,CREST,1,ACROPORA,0
HS,post-bleach,12/10/2024,CREST,1,GONIASTREA,0
HS,post-bleach,12/10/2024,CREST,1,DIPSASTRAEA,0
HS,post-bleach,12/10/2024,CREST,1,FAVITES,0
HS,post-bleach,12/10/2024,CREST,1,GALAXEA,0
HS,post-bleach,12/10/2024,CREST,1,GONIASTREA,0
HS,post-bleach,12/10/2024,CREST,1,GONIOPORA,2
HS,post-bleach,12/10/2024,CREST,1,LOBOPHYLLIA,5
HS,post-bleach,12/10/2024,CREST,1,MERULINA,0
HS,post-bleach,12/10/2024,CREST,1,MONTIPORA,8
HS,post-bleach,12/10/2024,CREST,1,PACHYSERIS,4
HS,post-bleach,12/10/2024,CREST,1,PAVONA,0
HS,post-bleach,12/10/2024,CREST,1,PLATYGYRA,2
HS,post-bleach,12/10/2024,CREST,1,POCILLOPORA,0
HS,post-bleach,12/10/2024,CREST,1,PORITES,29
HS,post-bleach,12/10/2024,CREST,2,ACROPORA,2
HS,post-bleach,12/10/2024,CREST,2,GONIASTREA,0
HS,post-bleach,12/10/2024,CREST,2,DIPSASTRAEA,1
HS,post-bleach,12/10/2024,CREST,2,FAVITES,0
HS,post-bleach,12/10/2024,CREST,2,GALAXEA,0
HS,post-bleach,12/10/2024,CREST,2,GONIASTREA,0
HS,post-bleach,12/10/2024,CREST,2,GONIOPORA,1
HS,post-bleach,12/10/2024,CREST,2,LOBOPHYLLIA,2
HS,post-bleach,12/10/2024,CREST,2,MERULINA,0
HS,post-bleach,12/10/2024,CREST,2,MONTIPORA,2
HS,post-bleach,12/10/2024,CREST,2,PACHYSERIS,0
HS,post-bleach,12/10/2024,CREST,2,PAVONA,3
HS,post-bleach,12/10/2024,CREST,2,PLATYGYRA,0
HS,post-bleach,12/10/2024,CREST,2,POCILLOPORA,0
HS,post-bleach,12/10/2024,CREST,2,PORITES,47
HS,post-bleach,12/10/2024,CREST,3,ACROPORA,1
HS,post-bleach,12/10/2024,CREST,3,GONIASTREA,1
HS,post-bleach,12/10/2024,CREST,3,DIPSASTRAEA,0
HS,post-bleach,12/10/2024,CREST,3,FAVITES,0
HS,post-bleach,12/10/2024,CREST,3,GALAXEA,0
HS,post-bleach,12/10/2024,CREST,3,GONIASTREA,0
HS,post-bleach,12/10/2024,CREST,3,GONIOPORA,0
HS,post-bleach,12/10/2024,CREST,3,LOBOPHYLLIA,3
HS,post-bleach,12/10/2024,CREST,3,MERULINA,0
HS,post-bleach,12/10/2024,CREST,3,MONTIPORA,10
HS,post-bleach,12/10/2024,CREST,3,PACHYSERIS,0
HS,post-bleach,12/10/2024,CREST,3,PAVONA,2
HS,post-bleach,12/10/2024,CREST,3,PLATYGYRA,0
HS,post-bleach,12/10/2024,CREST,3,POCILLOPORA,0
HS,post-bleach,12/10/2024,CREST,3,PORITES,32
HS,post-bleach,30/10/2024,CREST,1,ACROPORA,1
HS,post-bleach,30/10/2024,CREST,1,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,1,DIPSASTRAEA,0
HS,post-bleach,30/10/2024,CREST,1,FAVITES,0
HS,post-bleach,30/10/2024,CREST,1,GALAXEA,0
HS,post-bleach,30/10/2024,CREST,1,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,1,GONIOPORA,2
HS,post-bleach,30/10/2024,CREST,1,LOBOPHYLLIA,1
HS,post-bleach,30/10/2024,CREST,1,MERULINA,0
HS,post-bleach,30/10/2024,CREST,1,MONTIPORA,5
HS,post-bleach,30/10/2024,CREST,1,PACHYSERIS,1
HS,post-bleach,30/10/2024,CREST,1,PAVONA,0
HS,post-bleach,30/10/2024,CREST,1,PLATYGYRA,0
HS,post-bleach,30/10/2024,CREST,1,POCILLOPORA,0
HS,post-bleach,30/10/2024,CREST,1,PORITES,50
HS,post-bleach,30/10/2024,CREST,2,ACROPORA,0
HS,post-bleach,30/10/2024,CREST,2,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,2,DIPSASTRAEA,0
HS,post-bleach,30/10/2024,CREST,2,FAVITES,1
HS,post-bleach,30/10/2024,CREST,2,GALAXEA,0
HS,post-bleach,30/10/2024,CREST,2,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,2,GONIOPORA,6
HS,post-bleach,30/10/2024,CREST,2,LOBOPHYLLIA,1
HS,post-bleach,30/10/2024,CREST,2,MERULINA,0
HS,post-bleach,30/10/2024,CREST,2,MONTIPORA,3
HS,post-bleach,30/10/2024,CREST,2,PACHYSERIS,0
HS,post-bleach,30/10/2024,CREST,2,PAVONA,0
HS,post-bleach,30/10/2024,CREST,2,PLATYGYRA,0
HS,post-bleach,30/10/2024,CREST,2,POCILLOPORA,0
HS,post-bleach,30/10/2024,CREST,2,PORITES,65
HS,post-bleach,30/10/2024,CREST,3,ACROPORA,5
HS,post-bleach,30/10/2024,CREST,3,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,3,DIPSASTRAEA,1
HS,post-bleach,30/10/2024,CREST,3,FAVITES,5
HS,post-bleach,30/10/2024,CREST,3,GALAXEA,0
HS,post-bleach,30/10/2024,CREST,3,GONIASTREA,0
HS,post-bleach,30/10/2024,CREST,3,GONIOPORA,2
HS,post-bleach,30/10/2024,CREST,3,LOBOPHYLLIA,2
HS,post-bleach,30/10/2024,CREST,3,MERULINA,0
HS,post-bleach,30/10/2024,CREST,3,MONTIPORA,8
HS,post-bleach,30/10/2024,CREST,3,PACHYSERIS,4
HS,post-bleach,30/10/2024,CREST,3,PAVONA,0
HS,post-bleach,30/10/2024,CREST,3,PLATYGYRA,0
HS,post-bleach,30/10/2024,CREST,3,POCILLOPORA,0
HS,post-bleach,30/10/2024,CREST,3,PORITES,54
MH4,post-bleach,13/10/2024,CREST,1,ACROPORA,2
MH4,post-bleach,13/10/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,13/10/2024,CREST,1,DIPSASTRAEA,1
MH4,post-bleach,13/10/2024,CREST,1,FAVITES,3
MH4,post-bleach,13/10/2024,CREST,1,GALAXEA,0
MH4,post-bleach,13/10/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,13/10/2024,CREST,1,GONIOPORA,8
MH4,post-bleach,13/10/2024,CREST,1,LOBOPHYLLIA,2
MH4,post-bleach,13/10/2024,CREST,1,MERULINA,0
MH4,post-bleach,13/10/2024,CREST,1,MONTIPORA,0
MH4,post-bleach,13/10/2024,CREST,1,PACHYSERIS,0
MH4,post-bleach,13/10/2024,CREST,1,PAVONA,0
MH4,post-bleach,13/10/2024,CREST,1,PLATYGYRA,0
MH4,post-bleach,13/10/2024,CREST,1,POCILLOPORA,0
MH4,post-bleach,13/10/2024,CREST,1,PORITES,8
MH4,post-bleach,13/10/2024,CREST,2,ACROPORA,4
MH4,post-bleach,13/10/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,13/10/2024,CREST,2,DIPSASTRAEA,0
MH4,post-bleach,13/10/2024,CREST,2,FAVITES,0
MH4,post-bleach,13/10/2024,CREST,2,GALAXEA,0
MH4,post-bleach,13/10/2024,CREST,2,GONIASTREA,2
MH4,post-bleach,13/10/2024,CREST,2,GONIOPORA,1
MH4,post-bleach,13/10/2024,CREST,2,LOBOPHYLLIA,1
MH4,post-bleach,13/10/2024,CREST,2,MERULINA,0
MH4,post-bleach,13/10/2024,CREST,2,MONTIPORA,1
MH4,post-bleach,13/10/2024,CREST,2,PACHYSERIS,0
MH4,post-bleach,13/10/2024,CREST,2,PAVONA,0
MH4,post-bleach,13/10/2024,CREST,2,PLATYGYRA,2
MH4,post-bleach,13/10/2024,CREST,2,POCILLOPORA,0
MH4,post-bleach,13/10/2024,CREST,2,PORITES,17
MH4,post-bleach,13/10/2024,CREST,3,ACROPORA,2
MH4,post-bleach,13/10/2024,CREST,3,GONIASTREA,1
MH4,post-bleach,13/10/2024,CREST,3,DIPSASTRAEA,1
MH4,post-bleach,13/10/2024,CREST,3,FAVITES,0
MH4,post-bleach,13/10/2024,CREST,3,GALAXEA,0
MH4,post-bleach,13/10/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,13/10/2024,CREST,3,GONIOPORA,8
MH4,post-bleach,13/10/2024,CREST,3,LOBOPHYLLIA,4
MH4,post-bleach,13/10/2024,CREST,3,MERULINA,0
MH4,post-bleach,13/10/2024,CREST,3,MONTIPORA,0
MH4,post-bleach,13/10/2024,CREST,3,PACHYSERIS,0
MH4,post-bleach,13/10/2024,CREST,3,PAVONA,0
MH4,post-bleach,13/10/2024,CREST,3,PLATYGYRA,0
MH4,post-bleach,13/10/2024,CREST,3,POCILLOPORA,1
MH4,post-bleach,13/10/2024,CREST,3,PORITES,9
MH4,post-bleach,31/10/2024,CREST,1,ACROPORA,0
MH4,post-bleach,31/10/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,31/10/2024,CREST,1,DIPSASTRAEA,0
MH4,post-bleach,31/10/2024,CREST,1,FAVITES,2
MH4,post-bleach,31/10/2024,CREST,1,GALAXEA,0
MH4,post-bleach,31/10/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,31/10/2024,CREST,1,GONIOPORA,5
MH4,post-bleach,31/10/2024,CREST,1,LOBOPHYLLIA,3
MH4,post-bleach,31/10/2024,CREST,1,MERULINA,0
MH4,post-bleach,31/10/2024,CREST,1,MONTIPORA,10
MH4,post-bleach,31/10/2024,CREST,1,PACHYSERIS,22
MH4,post-bleach,31/10/2024,CREST,1,PAVONA,0
MH4,post-bleach,31/10/2024,CREST,1,PLATYGYRA,0
MH4,post-bleach,31/10/2024,CREST,1,POCILLOPORA,0
MH4,post-bleach,31/10/2024,CREST,1,PORITES,27
MH4,post-bleach,31/10/2024,CREST,2,ACROPORA,7
MH4,post-bleach,31/10/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,31/10/2024,CREST,2,DIPSASTRAEA,0
MH4,post-bleach,31/10/2024,CREST,2,FAVITES,0
MH4,post-bleach,31/10/2024,CREST,2,GALAXEA,0
MH4,post-bleach,31/10/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,31/10/2024,CREST,2,GONIOPORA,3
MH4,post-bleach,31/10/2024,CREST,2,LOBOPHYLLIA,8
MH4,post-bleach,31/10/2024,CREST,2,MERULINA,1
MH4,post-bleach,31/10/2024,CREST,2,MONTIPORA,0
MH4,post-bleach,31/10/2024,CREST,2,PACHYSERIS,30
MH4,post-bleach,31/10/2024,CREST,2,PAVONA,2
MH4,post-bleach,31/10/2024,CREST,2,PLATYGYRA,0
MH4,post-bleach,31/10/2024,CREST,2,POCILLOPORA,0
MH4,post-bleach,31/10/2024,CREST,2,PORITES,18
MH4,post-bleach,31/10/2024,CREST,3,ACROPORA,4
MH4,post-bleach,31/10/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,31/10/2024,CREST,3,DIPSASTRAEA,1
MH4,post-bleach,31/10/2024,CREST,3,FAVITES,2
MH4,post-bleach,31/10/2024,CREST,3,GALAXEA,0
MH4,post-bleach,31/10/2024,CREST,3,GONIASTREA,1
MH4,post-bleach,31/10/2024,CREST,3,GONIOPORA,0
MH4,post-bleach,31/10/2024,CREST,3,LOBOPHYLLIA,11
MH4,post-bleach,31/10/2024,CREST,3,MERULINA,0
MH4,post-bleach,31/10/2024,CREST,3,MONTIPORA,3
MH4,post-bleach,31/10/2024,CREST,3,PACHYSERIS,7
MH4,post-bleach,31/10/2024,CREST,3,PAVONA,0
MH4,post-bleach,31/10/2024,CREST,3,PLATYGYRA,0
MH4,post-bleach,31/10/2024,CREST,3,POCILLOPORA,0
MH4,post-bleach,31/10/2024,CREST,3,PORITES,14
